annot	freq_in_pop	freq_in_int	total_ano_in_pop	total_ano_in_int	pval	pval_adj
FA_desaturase	10	3	15116	1045	0.027381805639909	0.027381805639909
Pkinase_C	10	3	15116	1045	0.027381805639909	0.027381805639909
Pyr_redox_2	10	3	15116	1045	0.027381805639909	0.027381805639909
UQ_con	26	5	15116	1045	0.0304826265043203	0.0304826265043203
Bromodomain	18	4	15116	1045	0.0318580727811965	0.0318580727811965
EF-hand_7	47	7	15116	1045	0.0412464580919802	0.0412464580919802
CBS	5	2	15116	1045	0.0414940280107152	0.0414940280107152
CTD_bind	5	2	15116	1045	0.0414940280107152	0.0414940280107152
CTP_transf_like	5	2	15116	1045	0.0414940280107152	0.0414940280107152
EB	5	2	15116	1045	0.0414940280107152	0.0414940280107152
Iso_dh	5	2	15116	1045	0.0414940280107152	0.0414940280107152
MATH	5	2	15116	1045	0.0414940280107152	0.0414940280107152
Thioredoxin_6	5	2	15116	1045	0.0414940280107152	0.0414940280107152
TLD	5	2	15116	1045	0.0414940280107152	0.0414940280107152
ZU5	5	2	15116	1045	0.0414940280107152	0.0414940280107152
C2	38	6	15116	1045	0.0444724188562323	0.0444724188562323
Biotin_lipoyl	6	2	15116	1045	0.0594294317628223	0.0594294317628223
CAP_GLY	6	2	15116	1045	0.0594294317628223	0.0594294317628223
Claudin_2	6	2	15116	1045	0.0594294317628223	0.0594294317628223
DDE_Tnp_4	6	2	15116	1045	0.0594294317628223	0.0594294317628223
FAD_binding_1	6	2	15116	1045	0.0594294317628223	0.0594294317628223
G-alpha	6	2	15116	1045	0.0594294317628223	0.0594294317628223
GATA	6	2	15116	1045	0.0594294317628223	0.0594294317628223
GPHH	6	2	15116	1045	0.0594294317628223	0.0594294317628223
His_Phos_1	6	2	15116	1045	0.0594294317628223	0.0594294317628223
Innexin	6	2	15116	1045	0.0594294317628223	0.0594294317628223
MyTH4	6	2	15116	1045	0.0594294317628223	0.0594294317628223
Synaptobrevin	6	2	15116	1045	0.0594294317628223	0.0594294317628223
tRNA-synt_2b	6	2	15116	1045	0.0594294317628223	0.0594294317628223
2-oxogl_dehyd_N	1	1	15116	1045	0.0691320455146864	0.0691320455146864
AAA_2	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Acetyltransf_16	1	1	15116	1045	0.0691320455146864	0.0691320455146864
AIP3	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Ala_racemase_N	1	1	15116	1045	0.0691320455146864	0.0691320455146864
APS_kinase	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Aquarius_N	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Asp	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Asp_Arg_Hydrox	1	1	15116	1045	0.0691320455146864	0.0691320455146864
ATG16	1	1	15116	1045	0.0691320455146864	0.0691320455146864
ATP-sulfurylase	1	1	15116	1045	0.0691320455146864	0.0691320455146864
ATP-synt_ab_Xtn	1	1	15116	1045	0.0691320455146864	0.0691320455146864
B5	1	1	15116	1045	0.0691320455146864	0.0691320455146864
BCDHK_Adom3	1	1	15116	1045	0.0691320455146864	0.0691320455146864
BCL_N	1	1	15116	1045	0.0691320455146864	0.0691320455146864
BET	1	1	15116	1045	0.0691320455146864	0.0691320455146864
BRAP2	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Bravo_FIGEY	1	1	15116	1045	0.0691320455146864	0.0691320455146864
BRD4_CDT	1	1	15116	1045	0.0691320455146864	0.0691320455146864
CAP_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
CAP_N	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Cbl_N	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Cbl_N2	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Cbl_N3	1	1	15116	1045	0.0691320455146864	0.0691320455146864
CK1gamma_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
CLIP1_ZNF	1	1	15116	1045	0.0691320455146864	0.0691320455146864
ClpB_D2-small	1	1	15116	1045	0.0691320455146864	0.0691320455146864
COMP	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Coprogen_oxidas	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Coq4	1	1	15116	1045	0.0691320455146864	0.0691320455146864
COQ9	1	1	15116	1045	0.0691320455146864	0.0691320455146864
COX14	1	1	15116	1045	0.0691320455146864	0.0691320455146864
COX4	1	1	15116	1045	0.0691320455146864	0.0691320455146864
CPT_N	1	1	15116	1045	0.0691320455146864	0.0691320455146864
DAG1	1	1	15116	1045	0.0691320455146864	0.0691320455146864
DAGAT	1	1	15116	1045	0.0691320455146864	0.0691320455146864
DBB	1	1	15116	1045	0.0691320455146864	0.0691320455146864
DMAP_binding	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Dna2	1	1	15116	1045	0.0691320455146864	0.0691320455146864
DUF1136	1	1	15116	1045	0.0691320455146864	0.0691320455146864
DUF2181	1	1	15116	1045	0.0691320455146864	0.0691320455146864
DUF2615	1	1	15116	1045	0.0691320455146864	0.0691320455146864
DUF3498	1	1	15116	1045	0.0691320455146864	0.0691320455146864
DUF3513	1	1	15116	1045	0.0691320455146864	0.0691320455146864
DUF3591	1	1	15116	1045	0.0691320455146864	0.0691320455146864
DUF4757	1	1	15116	1045	0.0691320455146864	0.0691320455146864
DUF4808	1	1	15116	1045	0.0691320455146864	0.0691320455146864
DUF758	1	1	15116	1045	0.0691320455146864	0.0691320455146864
EF-hand_3	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Erg28	1	1	15116	1045	0.0691320455146864	0.0691320455146864
F_actin_cap_B	1	1	15116	1045	0.0691320455146864	0.0691320455146864
FAM177	1	1	15116	1045	0.0691320455146864	0.0691320455146864
FAM76	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Far-17a_AIG1	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Fer2_4	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Fer4_21	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Fuseless	1	1	15116	1045	0.0691320455146864	0.0691320455146864
GDE_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Glyco_transf_41	1	1	15116	1045	0.0691320455146864	0.0691320455146864
GMP_synt_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
GSH_synth_ATP	1	1	15116	1045	0.0691320455146864	0.0691320455146864
GSH_synthase	1	1	15116	1045	0.0691320455146864	0.0691320455146864
GTP_cyclohydroI	1	1	15116	1045	0.0691320455146864	0.0691320455146864
HAGH_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
hDGE_amylase	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Headcase	1	1	15116	1045	0.0691320455146864	0.0691320455146864
HECA	1	1	15116	1045	0.0691320455146864	0.0691320455146864
hGDE_central	1	1	15116	1045	0.0691320455146864	0.0691320455146864
hGDE_N	1	1	15116	1045	0.0691320455146864	0.0691320455146864
HOIP-UBA	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Hrs_helical	1	1	15116	1045	0.0691320455146864	0.0691320455146864
HS1_rep	1	1	15116	1045	0.0691320455146864	0.0691320455146864
HUN	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Ints3	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Ion_trans_N	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Jiraiya	1	1	15116	1045	0.0691320455146864	0.0691320455146864
JUPITER	1	1	15116	1045	0.0691320455146864	0.0691320455146864
KRAP_IP3R_bind	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Ldh_2	1	1	15116	1045	0.0691320455146864	0.0691320455146864
LURAP	1	1	15116	1045	0.0691320455146864	0.0691320455146864
MAP7	1	1	15116	1045	0.0691320455146864	0.0691320455146864
MBD_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
MBDa	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Med13_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Med13_N	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Med31	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Methyltransf_5	1	1	15116	1045	0.0691320455146864	0.0691320455146864
MgtE	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Milton	1	1	15116	1045	0.0691320455146864	0.0691320455146864
MIT_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Mitofilin	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Molybdopterin	1	1	15116	1045	0.0691320455146864	0.0691320455146864
N_BRCA1_IG	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Na_trans_assoc	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Na_trans_cytopl	1	1	15116	1045	0.0691320455146864	0.0691320455146864
NAD_Gly3P_dh_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
NAD_Gly3P_dh_N	1	1	15116	1045	0.0691320455146864	0.0691320455146864
NADH_dhqG_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
NADH-G_4Fe-4S_3	1	1	15116	1045	0.0691320455146864	0.0691320455146864
NCD1	1	1	15116	1045	0.0691320455146864	0.0691320455146864
NCD2	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Neogenin_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
NKAIN	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Nop52	1	1	15116	1045	0.0691320455146864	0.0691320455146864
NOPS	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Nuc_deoxyri_tr2	1	1	15116	1045	0.0691320455146864	0.0691320455146864
NUDIX_2	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Orai-1	1	1	15116	1045	0.0691320455146864	0.0691320455146864
OSK	1	1	15116	1045	0.0691320455146864	0.0691320455146864
p25-alpha	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Pacs-1	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PAH	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PCMT	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PEPCK_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PEPCK_N	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Peptidase_S51	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Pex19	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PHAT	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PHO4	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PIG-L	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PIG-P	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PIG-S	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PKI	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PP1_inhibitor	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PRKG1_interact	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Prok-RING_4	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PS_Dcarbxylase	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PTB	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PUA_2	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PUF	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Put_Phosphatase	1	1	15116	1045	0.0691320455146864	0.0691320455146864
PYC_OADA	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Pyrophosphatase	1	1	15116	1045	0.0691320455146864	0.0691320455146864
RBFA	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Reprolysin_2	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Rer1	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Reticulon	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Rgp1	1	1	15116	1045	0.0691320455146864	0.0691320455146864
RNA_GG_bind	1	1	15116	1045	0.0691320455146864	0.0691320455146864
RsfS	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Rubis-subs-bind	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Secretogranin_V	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Seipin	1	1	15116	1045	0.0691320455146864	0.0691320455146864
SelR	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Serine_rich	1	1	15116	1045	0.0691320455146864	0.0691320455146864
SH3BGR	1	1	15116	1045	0.0691320455146864	0.0691320455146864
SHMT	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Sin3_corepress	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Sin3a_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
SMAP	1	1	15116	1045	0.0691320455146864	0.0691320455146864
SMP_LBD	1	1	15116	1045	0.0691320455146864	0.0691320455146864
SNase	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Sod_Fe_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Sod_Fe_N	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Synaphin	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Synapsin	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Synapsin_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
TBP-binding	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Telomere_reg-2	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Thymosin	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Tox-SGS	1	1	15116	1045	0.0691320455146864	0.0691320455146864
TRIC	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Tropomodulin	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Tsg	1	1	15116	1045	0.0691320455146864	0.0691320455146864
TSP_3	1	1	15116	1045	0.0691320455146864	0.0691320455146864
TSP_C	1	1	15116	1045	0.0691320455146864	0.0691320455146864
UBN_AB	1	1	15116	1045	0.0691320455146864	0.0691320455146864
UcrQ	1	1	15116	1045	0.0691320455146864	0.0691320455146864
UNC80	1	1	15116	1045	0.0691320455146864	0.0691320455146864
Vps55	1	1	15116	1045	0.0691320455146864	0.0691320455146864
zf-CCHC_6	1	1	15116	1045	0.0691320455146864	0.0691320455146864
zinc_ribbon_10	1	1	15116	1045	0.0691320455146864	0.0691320455146864
RabGAP-TBC	23	4	15116	1045	0.0702882869700527	0.0702882869700527
Pkinase	157	16	15116	1045	0.0764732192401409	0.0764732192401409
Amidase_2	7	2	15116	1045	0.0794662808360895	0.0794662808360895
SOCS_box	7	2	15116	1045	0.0794662808360895	0.0794662808360895
Myosin_head	15	3	15116	1045	0.0803530931388566	0.0803530931388566
7tm_7	55	7	15116	1045	0.083308699813293	0.083308699813293
Y_phosphatase	16	3	15116	1045	0.0940167048592176	0.0940167048592176
adh_short	46	6	15116	1045	0.0953956079752232	0.0953956079752232
Ras	57	7	15116	1045	0.0966426119694119	0.0966426119694119
I-set	91	10	15116	1045	0.0970790454922912	0.0970790454922912
AAA_11	8	2	15116	1045	0.101228897305876	0.101228897305876
AAA_12	8	2	15116	1045	0.101228897305876	0.101228897305876
Cation_ATPase	8	2	15116	1045	0.101228897305876	0.101228897305876
HTH_psq	8	2	15116	1045	0.101228897305876	0.101228897305876
PDEase_I	8	2	15116	1045	0.101228897305876	0.101228897305876
zf-UBP	8	2	15116	1045	0.101228897305876	0.101228897305876
BTB	69	8	15116	1045	0.10237959685866	0.10237959685866
PX	18	3	15116	1045	0.123894006622243	0.123894006622243
SAM_1	18	3	15116	1045	0.123894006622243	0.123894006622243
Serpin	18	3	15116	1045	0.123894006622243	0.123894006622243
Tetraspannin	18	3	15116	1045	0.123894006622243	0.123894006622243
Guanylate_kin	9	2	15116	1045	0.124383419084124	0.124383419084124
Kazal_2	9	2	15116	1045	0.124383419084124	0.124383419084124
Myb_DNA-binding	9	2	15116	1045	0.124383419084124	0.124383419084124
NAD_binding_1	9	2	15116	1045	0.124383419084124	0.124383419084124
Sushi	9	2	15116	1045	0.124383419084124	0.124383419084124
14-3-3	2	1	15116	1045	0.133489108858197	0.133489108858197
5_nucleotid	2	1	15116	1045	0.133489108858197	0.133489108858197
Aconitase	2	1	15116	1045	0.133489108858197	0.133489108858197
Aconitase_C	2	1	15116	1045	0.133489108858197	0.133489108858197
ACT	2	1	15116	1045	0.133489108858197	0.133489108858197
Aldolase_II	2	1	15116	1045	0.133489108858197	0.133489108858197
Anoct_dimer	2	1	15116	1045	0.133489108858197	0.133489108858197
ANTH	2	1	15116	1045	0.133489108858197	0.133489108858197
ASD2	2	1	15116	1045	0.133489108858197	0.133489108858197
B12D	2	1	15116	1045	0.133489108858197	0.133489108858197
B3_4	2	1	15116	1045	0.133489108858197	0.133489108858197
B56	2	1	15116	1045	0.133489108858197	0.133489108858197
BK_channel_a	2	1	15116	1045	0.133489108858197	0.133489108858197
BTK	2	1	15116	1045	0.133489108858197	0.133489108858197
Cast	2	1	15116	1045	0.133489108858197	0.133489108858197
CBM_21	2	1	15116	1045	0.133489108858197	0.133489108858197
CEBP_ZZ	2	1	15116	1045	0.133489108858197	0.133489108858197
CIDE-N	2	1	15116	1045	0.133489108858197	0.133489108858197
COPIIcoated_ERV	2	1	15116	1045	0.133489108858197	0.133489108858197
CP2	2	1	15116	1045	0.133489108858197	0.133489108858197
CUT	2	1	15116	1045	0.133489108858197	0.133489108858197
DHO_dh	2	1	15116	1045	0.133489108858197	0.133489108858197
DOCK_N	2	1	15116	1045	0.133489108858197	0.133489108858197
Dynamin_M	2	1	15116	1045	0.133489108858197	0.133489108858197
DZF	2	1	15116	1045	0.133489108858197	0.133489108858197
EB1	2	1	15116	1045	0.133489108858197	0.133489108858197
EFhand_Ca_insen	2	1	15116	1045	0.133489108858197	0.133489108858197
EHD_N	2	1	15116	1045	0.133489108858197	0.133489108858197
ELFV_dehydrog	2	1	15116	1045	0.133489108858197	0.133489108858197
ELFV_dehydrog_N	2	1	15116	1045	0.133489108858197	0.133489108858197
ERGIC_N	2	1	15116	1045	0.133489108858197	0.133489108858197
Fer4_20	2	1	15116	1045	0.133489108858197	0.133489108858197
GAS2	2	1	15116	1045	0.133489108858197	0.133489108858197
GATase_6	2	1	15116	1045	0.133489108858197	0.133489108858197
GED	2	1	15116	1045	0.133489108858197	0.133489108858197
Gln-synt_C	2	1	15116	1045	0.133489108858197	0.133489108858197
Gln-synt_N	2	1	15116	1045	0.133489108858197	0.133489108858197
Glucosamine_iso	2	1	15116	1045	0.133489108858197	0.133489108858197
Glyco_hydro_15	2	1	15116	1045	0.133489108858197	0.133489108858197
Glypican	2	1	15116	1045	0.133489108858197	0.133489108858197
HAP1_N	2	1	15116	1045	0.133489108858197	0.133489108858197
HMGL-like	2	1	15116	1045	0.133489108858197	0.133489108858197
HR1	2	1	15116	1045	0.133489108858197	0.133489108858197
HSA	2	1	15116	1045	0.133489108858197	0.133489108858197
Hydrolase_3	2	1	15116	1045	0.133489108858197	0.133489108858197
I_LWEQ	2	1	15116	1045	0.133489108858197	0.133489108858197
IF4E	2	1	15116	1045	0.133489108858197	0.133489108858197
IFRD	2	1	15116	1045	0.133489108858197	0.133489108858197
IFRD_C	2	1	15116	1045	0.133489108858197	0.133489108858197
KA1	2	1	15116	1045	0.133489108858197	0.133489108858197
KCNQ_channel	2	1	15116	1045	0.133489108858197	0.133489108858197
Ku	2	1	15116	1045	0.133489108858197	0.133489108858197
Ku_C	2	1	15116	1045	0.133489108858197	0.133489108858197
Ku_N	2	1	15116	1045	0.133489108858197	0.133489108858197
LETM1	2	1	15116	1045	0.133489108858197	0.133489108858197
LLGL	2	1	15116	1045	0.133489108858197	0.133489108858197
LUC7	2	1	15116	1045	0.133489108858197	0.133489108858197
Lung_7-TM_R	2	1	15116	1045	0.133489108858197	0.133489108858197
Macro	2	1	15116	1045	0.133489108858197	0.133489108858197
MaoC_dehydratas	2	1	15116	1045	0.133489108858197	0.133489108858197
Myofilin	2	1	15116	1045	0.133489108858197	0.133489108858197
NAD_synthase	2	1	15116	1045	0.133489108858197	0.133489108858197
NO_synthase	2	1	15116	1045	0.133489108858197	0.133489108858197
OxoGdeHyase_C	2	1	15116	1045	0.133489108858197	0.133489108858197
P53	2	1	15116	1045	0.133489108858197	0.133489108858197
PAP2_C	2	1	15116	1045	0.133489108858197	0.133489108858197
Prenyltransf	2	1	15116	1045	0.133489108858197	0.133489108858197
PRK	2	1	15116	1045	0.133489108858197	0.133489108858197
Pyr_redox_dim	2	1	15116	1045	0.133489108858197	0.133489108858197
RBD-FIP	2	1	15116	1045	0.133489108858197	0.133489108858197
Ribosomal_L22	2	1	15116	1045	0.133489108858197	0.133489108858197
RRM_7	2	1	15116	1045	0.133489108858197	0.133489108858197
S-AdoMet_synt_C	2	1	15116	1045	0.133489108858197	0.133489108858197
S-AdoMet_synt_M	2	1	15116	1045	0.133489108858197	0.133489108858197
S-AdoMet_synt_N	2	1	15116	1045	0.133489108858197	0.133489108858197
SBF2	2	1	15116	1045	0.133489108858197	0.133489108858197
SNARE_assoc	2	1	15116	1045	0.133489108858197	0.133489108858197
STPPase_N	2	1	15116	1045	0.133489108858197	0.133489108858197
Sulfotransfer_3	2	1	15116	1045	0.133489108858197	0.133489108858197
TB2_DP1_HVA22	2	1	15116	1045	0.133489108858197	0.133489108858197
THF_DHG_CYH	2	1	15116	1045	0.133489108858197	0.133489108858197
THF_DHG_CYH_C	2	1	15116	1045	0.133489108858197	0.133489108858197
Tox-GHH	2	1	15116	1045	0.133489108858197	0.133489108858197
Tropomyosin	2	1	15116	1045	0.133489108858197	0.133489108858197
Trypsin_2	2	1	15116	1045	0.133489108858197	0.133489108858197
UDPGP	2	1	15116	1045	0.133489108858197	0.133489108858197
WHIM1	2	1	15116	1045	0.133489108858197	0.133489108858197
zf-Di19	2	1	15116	1045	0.133489108858197	0.133489108858197
zf-rbx1	2	1	15116	1045	0.133489108858197	0.133489108858197
IQ	19	3	15116	1045	0.139959757293728	0.139959757293728
RRM_1	127	12	15116	1045	0.167827912948816	0.167827912948816
E1-E2_ATPase	11	2	15116	1045	0.173718293844806	0.173718293844806
EF-hand_8	11	2	15116	1045	0.173718293844806	0.173718293844806
Peptidase_C1	11	2	15116	1045	0.173718293844806	0.173718293844806
SH3_2	11	2	15116	1045	0.173718293844806	0.173718293844806
FERM_M	22	3	15116	1045	0.19176087769713	0.19176087769713
2-oxoacid_dh	3	1	15116	1045	0.193400706135105	0.193400706135105
ATP-synt_Eps	3	1	15116	1045	0.193400706135105	0.193400706135105
Band_3_cyto	3	1	15116	1045	0.193400706135105	0.193400706135105
Biotin_carb_C	3	1	15116	1045	0.193400706135105	0.193400706135105
Biotin_carb_N	3	1	15116	1045	0.193400706135105	0.193400706135105
BSD	3	1	15116	1045	0.193400706135105	0.193400706135105
bZIP_Maf	3	1	15116	1045	0.193400706135105	0.193400706135105
CarboxypepD_reg	3	1	15116	1045	0.193400706135105	0.193400706135105
CBF	3	1	15116	1045	0.193400706135105	0.193400706135105
DNA_pol_E_B	3	1	15116	1045	0.193400706135105	0.193400706135105
DUF1126	3	1	15116	1045	0.193400706135105	0.193400706135105
DUF1899	3	1	15116	1045	0.193400706135105	0.193400706135105
DUF229	3	1	15116	1045	0.193400706135105	0.193400706135105
DUF3456	3	1	15116	1045	0.193400706135105	0.193400706135105
DUF3585	3	1	15116	1045	0.193400706135105	0.193400706135105
EF-hand_2	3	1	15116	1045	0.193400706135105	0.193400706135105
GalKase_gal_bdg	3	1	15116	1045	0.193400706135105	0.193400706135105
GATase	3	1	15116	1045	0.193400706135105	0.193400706135105
Glyco_transf_8	3	1	15116	1045	0.193400706135105	0.193400706135105
GSHPx	3	1	15116	1045	0.193400706135105	0.193400706135105
HAD_2	3	1	15116	1045	0.193400706135105	0.193400706135105
HCO3_cotransp	3	1	15116	1045	0.193400706135105	0.193400706135105
Hemopexin	3	1	15116	1045	0.193400706135105	0.193400706135105
Ldh_1_C	3	1	15116	1045	0.193400706135105	0.193400706135105
Ldh_1_N	3	1	15116	1045	0.193400706135105	0.193400706135105
LysM	3	1	15116	1045	0.193400706135105	0.193400706135105
Neuralized	3	1	15116	1045	0.193400706135105	0.193400706135105
P_proprotein	3	1	15116	1045	0.193400706135105	0.193400706135105
PALP	3	1	15116	1045	0.193400706135105	0.193400706135105
PDZ_2	3	1	15116	1045	0.193400706135105	0.193400706135105
Peptidase_M10	3	1	15116	1045	0.193400706135105	0.193400706135105
PG_binding_1	3	1	15116	1045	0.193400706135105	0.193400706135105
PH_9	3	1	15116	1045	0.193400706135105	0.193400706135105
Phosducin	3	1	15116	1045	0.193400706135105	0.193400706135105
PITH	3	1	15116	1045	0.193400706135105	0.193400706135105
PRELI	3	1	15116	1045	0.193400706135105	0.193400706135105
PTEN_C2	3	1	15116	1045	0.193400706135105	0.193400706135105
RFX_DNA_binding	3	1	15116	1045	0.193400706135105	0.193400706135105
