Name	Length	EffectiveLength	TPM	NumReads
Anogam_AGAP004706-RA	462	213.925	0.000000	0.000000
Anogam_AGAP004707-RI	6387	6115.883	2.812292	517.000000
Anogam_AGAP004708-RA	1992	1720.883	37.910138	1961.000000
Anogam_AGAP004709-RA	519	262.460	73.644881	581.000000
Anogam_AGAP004710-RA	171	44.932	1301.646935	1758.000000
Anogam_AGAP004711-RA	1842	1570.883	5.167436	244.000000
Anogam_AGAP004712-RA	552	292.035	0.227837	2.000000
Anogam_AGAP004713-RA	390	158.506	0.296299	1.411718
Anogam_AGAP004714-RA	1470	1198.883	3.551913	128.000000
Anogam_AGAP004715-RA	2778	2506.883	16.800752	1266.000000
Anogam_AGAP004716-RA	1365	1093.883	0.000000	0.000000
Anogam_AGAP004717-RB	1563	1291.883	0.025752	1.000000
Anogam_AGAP004718-RA	1176	904.883	2.352972	64.000000
Anogam_AGAP004719-RA	1071	799.883	27.283910	656.000000
Anogam_AGAP004720-RA	618	353.448	0.564748	6.000000
Anogam_AGAP004721-RA	1485	1213.883	10.798130	394.000000
Anogam_AGAP004722-RA	675	408.153	20.784839	255.000000
Anogam_AGAP004723-RA	573	311.273	50.980682	477.000000
Anogam_AGAP004724-RA	1872	1600.883	0.623434	30.000000
Anogam_AGAP004725-RA	2868	2596.883	54.151308	4227.000000
Anogam_AGAP004726-RA	1662	1390.883	0.574050	24.000000
Anogam_AGAP004727-RA	1290	1018.883	0.000000	0.000000
Anogam_AGAP004728-RA	2088	1816.883	0.000000	0.000000
Anogam_AGAP004729-RA	1560	1288.883	11.202253	434.000000
Anogam_AGAP004730-RA	819	549.612	0.786893	13.000000
Anogam_AGAP004731-RA	732	463.792	33.641730	469.000000
Anogam_AGAP029113-RA	11877	11605.883	6.767572	2360.923997
Anogam_AGAP004733-RA	1947	1675.883	0.456576	23.000000
Anogam_AGAP004735-RA	1371	1099.883	1.421610	47.000000
Anogam_AGAP004736-RA	981	710.659	11.328774	242.000000
Anogam_AGAP004737-RA	1086	814.883	34.416091	843.000000
Anogam_AGAP004738-RA	1641	1369.883	8.694181	358.000000
Anogam_AGAP004739-RA	1566	1294.883	146.675868	5709.000000
Anogam_AGAP004740-RA	777	508.088	0.000000	0.000000
Anogam_AGAP004741-RA	948	677.795	0.000000	0.000000
Anogam_AGAP004742-RA	3591	3319.883	67.170026	6703.000000
Anogam_AGAP004743-RA	618	353.448	161.988584	1721.000000
Anogam_AGAP004744-RA	1341	1069.883	103.484715	3328.000000
Anogam_AGAP004745-RA	3246	2974.883	7.134768	638.000000
Anogam_AGAP004746-RA	2184	1912.883	13.808967	794.000000
Anogam_AGAP004747-RA	2946	2674.883	15.098819	1214.000000
Anogam_AGAP004748-RA	141	35.882	450.595947	486.000000
Anogam_AGAP004749-RB	1194	922.883	33.668939	934.000000
Anogam_AGAP004750-RA	3432	3160.883	94.640484	8992.000000
Anogam_AGAP004751-RA	3768	3496.883	9.761023	1026.000000
Anogam_AGAP004752-RA	708	440.290	73.368442	971.000000
Anogam_AGAP004753-RA	1167	895.883	3.304973	89.000000
Anogam_AGAP004754-RA	1293	1021.883	13.054865	401.000000
Anogam_AGAP004755-RA	1191	919.883	7.196970	199.000000
Anogam_AGAP004756-RA	1233	961.883	10.790996	312.000000
Anogam_AGAP013546-RA	315	109.816	138.748062	458.000000
Anogam_AGAP004757-RA	1029	757.883	45.827649	1044.000000
Anogam_AGAP004758-RC	1356	1084.883	111.774775	3645.000000
Anogam_AGAP004759-RA	687	419.818	58.006822	732.000000
Anogam_AGAP004760-RA	1152	880.883	0.000000	0.000000
Anogam_AGAP004761-RA	2649	2377.883	0.657562	47.000000
Anogam_AGAP004762-RA	927	656.895	18.130764	358.000000
Anogam_AGAP004763-RA	969	698.696	1.237982	26.000000
Anogam_AGAP004764-RA	1506	1234.883	5.765236	214.000000
Anogam_AGAP004765-RA	2187	1915.883	10.210275	588.000000
Anogam_AGAP028129-RA	405	169.317	35.956673	183.000000
Anogam_AGAP004766-RB	1035	763.883	27.088988	622.000000
Anogam_AGAP004767-RA	1746	1474.883	5.210550	231.000000
Anogam_AGAP004768-RB	1470	1198.883	31.023741	1118.000000
Anogam_AGAP004769-RA	549	289.305	60.716586	528.000000
Anogam_AGAP004770-RA	780	511.045	0.455688	7.000000
Anogam_AGAP004771-RA	1089	817.883	0.772844	19.000000
Anogam_AGAP004772-RA	2349	2077.883	6.804511	425.000000
Anogam_AGAP004773-RA	1134	862.883	169.902064	4406.779822
Anogam_AGAP004774-RA	4617	4345.883	3.597898	470.000000
Anogam_AGAP004775-RB	1440	1168.883	40.899207	1437.000000
Anogam_AGAP004776-RA	1785	1513.883	16.986985	773.000000
Anogam_AGAP004777-RA	2115	1843.883	4.456488	247.000000
Anogam_AGAP004778-RA	318	111.593	108.217911	363.000000
Anogam_AGAP004780-RA	3765	3493.883	6.084453	639.000000
Anogam_AGAP004781-RA	927	656.895	13.420817	265.000000
Anogam_AGAP004782-RA	3504	3232.883	4.064772	395.000000
Anogam_AGAP004783-RA	1521	1249.883	3.114194	117.000000
Anogam_AGAP004784-RA	1482	1210.883	11.649112	424.000000
Anogam_AGAP004785-RA	861	591.299	20.761007	369.000000
Anogam_AGAP004786-RA	1194	922.883	73.510043	2039.220178
Anogam_AGAP004787-RA	1509	1237.883	73.610809	2739.000000
Anogam_AGAP004788-RA	153	39.404	0.000000	0.000000
Anogam_AGAP004789-RA	975	704.676	15.909980	337.000000
Anogam_AGAP004790-RA	153	39.404	3621.958096	4290.000000
Anogam_AGAP004791-RA	975	704.676	0.000000	0.000000
Anogam_AGAP004792-RB	1422	1150.883	16.679146	577.000000
Anogam_AGAP004793-RA	1461	1189.883	14.734504	527.000000
Anogam_AGAP004794-RA	1197	925.883	203.155646	5654.000000
Anogam_AGAP004795-RA	1920	1648.883	14.143513	701.000000
Anogam_AGAP004797-RA	789	519.941	19.067376	298.000000
Anogam_AGAP004798-RA	2859	2587.883	19.617289	1526.000000
Anogam_AGAP004799-RA	516	259.825	2.560815	20.000000
Anogam_AGAP004800-RA	2949	2677.883	6.571933	529.000000
Anogam_AGAP004801-RC	3540	3268.883	5.923149	582.000000
Anogam_AGAP004802-RA	1146	874.883	738.576603	19423.000000
Anogam_AGAP004803-RA	1620	1348.883	12.035792	488.000000
Anogam_AGAP004804-RA	591	328.006	27.182039	268.000000
Anogam_AGAP004805-RA	3471	3199.883	3.067023	295.000000
Anogam_AGAP004806-RA	438	194.626	19.315530	113.000000
Anogam_AGAP004807-RA	432	189.896	43.270810	246.991526
Anogam_AGAP004808-RA	2604	2332.883	0.926935	65.000000
Anogam_AGAP004809-RA	3063	2791.883	41.086498	3448.000000
Anogam_AGAP004810-RA	579	316.835	1.470020	14.000000
Anogam_AGAP004811-RA	582	319.615	10.721103	103.000000
Anogam_AGAP004812-RA	2682	2410.883	17.331757	1256.000000
Anogam_AGAP004813-RA	192	52.147	2.551886	4.000000
Anogam_AGAP004814-RA	192	52.147	0.000000	0.000000
Anogam_AGAP004815-RA	195	53.300	0.000000	0.000000
Anogam_AGAP004816-RA	750	481.478	2.406339	34.826067
Anogam_AGAP004817-RA	3750	3478.883	31.634047	3308.000000
Anogam_AGAP004818-RA	414	176.007	133.634538	707.000000
Anogam_AGAP004819-RC	546	286.594	532.464029	4587.000000
Anogam_AGAP004820-RA	1104	832.883	11.343931	284.000000
Anogam_AGAP004823-RA	1770	1498.883	2.152946	97.000000
Anogam_AGAP004824-RA	2496	2224.883	4.485834	300.000000
Anogam_AGAP004825-RA	2874	2602.883	3.463728	271.000000
Anogam_AGAP004826-RA	537	278.500	5.375471	45.000000
Anogam_AGAP004827-RA	5568	5296.883	0.370562	59.000000
Anogam_AGAP004828-RA	1305	1033.883	0.000000	0.000000
Anogam_AGAP004829-RA	1425	1153.883	0.230652	8.000000
Anogam_AGAP004830-RA	1527	1255.883	25.642203	968.000000
Anogam_AGAP004831-RA	867	597.248	0.000000	0.000000
Anogam_AGAP004832-RA	3111	2839.883	0.000000	0.000000
Anogam_AGAP004833-RA	2862	2590.883	1.990695	155.032715
Anogam_AGAP004834-RB	1332	1060.883	0.000000	0.000000
Anogam_AGAP004835-RA	3111	2839.883	0.281151	24.000000
Anogam_AGAP004836-RA	174	45.867	434.470333	599.000000
Anogam_AGAP004837-RA	867	597.248	92.410435	1659.000000
Anogam_AGAP004838-RA	408	171.550	72.915923	375.996455
Anogam_AGAP004839-RA	369	143.924	155.102775	671.000000
Anogam_AGAP004840-RA	831	561.514	17.596429	297.000000
Anogam_AGAP004841-RA	3717	3445.883	8.843497	916.000000
Anogam_AGAP004842-RB	978	707.668	19.462543	414.000000
Anogam_AGAP004843-RA	1833	1561.883	15.676837	736.000000
Anogam_AGAP004844-RA	1194	922.883	12.040070	334.000000
Anogam_AGAP004845-RA	1596	1324.883	20.063117	799.000000
Anogam_AGAP004846-RC	1569	1297.883	56.058618	2187.000000
Anogam_AGAP004847-RA	1545	1273.883	21.258079	814.000000
Anogam_AGAP004848-RA	1557	1285.883	28.717768	1110.000000
Anogam_AGAP004849-RA	855	585.341	23.473091	413.000000
Anogam_AGAP004850-RA	10632	10360.883	1.448134	451.000000
Anogam_AGAP004851-RA	825	555.559	0.738475	12.332091
Anogam_AGAP004852-RB	2151	1879.883	54.807437	3097.000000
Anogam_AGAP004853-RA	2025	1753.883	12.917415	681.000000
Anogam_AGAP004854-RA	4485	4213.883	13.310800	1686.000000
Anogam_AGAP004855-RA	1233	961.883	179.400312	5187.000000
Anogam_AGAP004856-RA	1143	871.883	13.278538	348.000000
Anogam_AGAP029106-RA	2835	2563.883	10.873639	838.000000
Anogam_AGAP004859-RA	795	525.865	85.912105	1358.000000
Anogam_AGAP004860-RA	2748	2476.883	36.345562	2706.000000
Anogam_AGAP004861-RA	810	540.698	89.338939	1452.000000
Anogam_AGAP004862-RA	4356	4084.883	0.008144	1.000000
Anogam_AGAP004863-RA	3693	3421.883	0.281943	29.000000
Anogam_AGAP004864-RA	1809	1537.883	2.833852	131.000000
Anogam_AGAP004865-RA	636	370.606	14.183195	158.000000
Anogam_AGAP004866-RA	6330	6058.883	8.713917	1587.000000
Anogam_AGAP004867-RA	357	135.944	208.256206	851.000000
Anogam_AGAP004868-RA	639	373.470	102.618553	1152.000000
Anogam_AGAP004869-RA	480	228.863	17.152808	118.000000
Anogam_AGAP004870-RA	3987	3715.883	13.868148	1549.000000
Anogam_AGAP004871-RA	843	573.417	0.406122	7.000000
Anogam_AGAP004872-RA	1056	784.883	0.000000	0.000000
Anogam_AGAP004873-RA	4392	4120.883	1.009134	125.000000
Anogam_AGAP004874-RA	2775	2503.883	0.385312	29.000000
Anogam_AGAP004875-RA	261	81.217	0.000000	0.000000
Anogam_AGAP004876-RA	1164	892.883	0.000000	0.000000
Anogam_AGAP004877-RA	2649	2377.883	12.815457	916.000000
Anogam_AGAP004878-RA	843	573.417	4.467339	77.000000
Anogam_AGAP004879-RA	1137	865.883	1.306318	34.000000
Anogam_AGAP004880-RC	999	727.883	24.589514	538.000000
Anogam_AGAP004881-RA	2349	2077.883	4.082707	255.000000
Anogam_AGAP004882-RA	1812	1540.883	30.975375	1434.686814
Anogam_AGAP004883-RA	543	283.885	241.057650	2057.000000
Anogam_AGAP004884-RA	2406	2134.883	54.525413	3499.000000
Anogam_AGAP004885-RA	429	187.558	305.795232	1724.000000
Anogam_AGAP004886-RA	1137	865.883	175.469248	4567.000000
Anogam_AGAP004887-RA	396	162.770	4280.906084	20945.000000
Anogam_AGAP004888-RA	2421	2149.883	0.000000	0.000000
Anogam_AGAP004889-RA	579	316.835	122.431685	1166.000000
Anogam_AGAP004890-RA	1317	1045.883	230.804011	7256.000000
Anogam_AGAP004891-RA	897	627.057	26.898603	507.000000
Anogam_AGAP004892-RA	9762	9490.883	1.608922	459.000000
Anogam_AGAP004893-RA	852	582.358	2.056561	36.000000
Anogam_AGAP004894-RA	165	43.154	0.000000	0.000000
Anogam_AGAP004895-RA	930	659.881	0.000000	0.000000
Anogam_AGAP004896-RA	1038	766.883	5.249108	121.000000
Anogam_AGAP004897-RA	414	176.007	0.000000	0.000000
Anogam_AGAP004899-RA	1701	1429.883	1.349449	58.000000
Anogam_AGAP028438-RA	645	379.228	1.579069	18.000000
Anogam_AGAP004900-RA	780	511.045	96.801241	1487.000000
Anogam_AGAP004901-RA	624	359.138	5.835909	63.000000
Anogam_AGAP004902-RA	5625	5353.883	0.528177	85.000000
Anogam_AGAP004903-RA	723	454.956	51.406143	703.000000
Anogam_AGAP004904-RA	1515	1243.883	58.732970	2196.000000
Anogam_AGAP004905-RA	1674	1402.883	4.813974	203.000000
Anogam_AGAP004906-RA	357	135.944	147.076357	601.000000
Anogam_AGAP004907-RA	429	187.558	0.000000	0.000000
Anogam_AGAP004908-RA	1410	1138.883	0.146056	5.000000
Anogam_AGAP004909-RA	1404	1132.883	8.809786	300.000000
Anogam_AGAP004910-RA	978	707.668	13.445138	286.000000
Anogam_AGAP004911-RA	528	270.446	10.825073	88.000000
Anogam_AGAP004912-RB	2118	1846.883	26.911650	1494.000000
Anogam_AGAP004913-RA	969	698.696	0.333303	7.000000
Anogam_AGAP004914-RA	1326	1054.883	0.031537	1.000000
Anogam_AGAP004915-RA	1377	1105.883	2.135887	71.000000
Anogam_AGAP004916-RA	930	659.881	2.929000	58.097265
Anogam_AGAP004917-RA	897	627.057	3.448539	65.000000
Anogam_AGAP004918-RA	918	647.935	117.523550	2288.902735
Anogam_AGAP028439-RA	1098	826.883	2.494462	62.000000
Anogam_AGAP004919-RA	615	350.609	1407.077812	14829.000000
Anogam_AGAP004920-RA	930	659.881	14.418818	286.000000
Anogam_AGAP004921-RA	876	606.183	6.027336	109.824663
Anogam_AGAP004922-RA	585	322.393	2.701072	26.175337
Anogam_AGAP004923-RA	3006	2734.883	0.048658	4.000000
Anogam_AGAP004928-RA	381	152.146	183.236901	838.000000
Anogam_AGAP004929-RA	543	283.885	112.267004	958.000000
Anogam_AGAP004930-RA	993	722.622	1.657374	36.000000
Anogam_AGAP004931-RA	909	638.986	5.464301	104.953450
Anogam_AGAP028394-RA	666	399.443	5.163763	62.000000
Anogam_AGAP004932-RA	2724	2452.883	7.757973	572.000000
Anogam_AGAP004933-RA	1251	979.883	34.324651	1011.000000
Anogam_AGAP004934-RA	4044	3772.883	1.393198	158.000000
Anogam_AGAP004935-RA	2667	2395.883	5.123773	369.000000
Anogam_AGAP004936-RA	351	131.984	1659.572254	6584.000000
Anogam_AGAP004937-RA	2880	2608.883	13.032429	1022.000000
Anogam_AGAP004938-RA	951	680.784	20.768659	425.000000
Anogam_AGAP004940-RA	1146	874.883	62.514541	1644.000000
Anogam_AGAP004941-RA	969	698.696	0.476147	10.000000
Anogam_AGAP004942-RA	1149	877.883	47.218329	1246.000000
Anogam_AGAP004943-RC	1506	1234.883	0.296344	11.000000
Anogam_AGAP004944-RA	1944	1672.883	1.252906	63.002063
Anogam_AGAP004945-RA	1563	1291.883	11.974542	465.000000
Anogam_AGAP004946-RA	3366	3094.883	7.245106	674.000000
Anogam_AGAP004947-RA	738	469.691	0.000000	0.000000
Anogam_AGAP004948-RA	1200	928.883	57.877471	1616.000000
Anogam_AGAP004949-RA	321	113.393	22.297458	76.000000
Anogam_AGAP004950-RA	1065	793.883	6.369661	152.000000
Anogam_AGAP004951-RA	1155	883.883	0.000000	0.000000
Anogam_AGAP004952-RA	1038	766.883	22.211101	512.000000
Anogam_AGAP004953-RA	1461	1189.883	16.272260	582.000000
Anogam_AGAP004954-RA	798	528.828	41.457178	659.000000
Anogam_AGAP004955-RA	765	496.249	16.223503	242.000000
Anogam_AGAP004956-RA	2631	2359.883	4.172827	296.000000
Anogam_AGAP004957-RA	2628	2356.883	5.476748	388.000000
Anogam_AGAP004958-RA	2715	2443.883	3.934110	289.000000
Anogam_AGAP004959-RA	849	579.376	44.041643	767.000000
Anogam_AGAP004960-RA	780	511.045	145.625000	2237.000000
Anogam_AGAP004961-RA	2811	2539.883	0.340556	26.000000
Anogam_AGAP004962-RA	1395	1123.883	71.319878	2409.364599
Anogam_AGAP004963-RA	1395	1123.883	184.700165	6239.635401
Anogam_AGAP004964-RA	465	216.384	22.491178	146.288167
Anogam_AGAP004965-RB	669	402.347	13.064265	158.000000
Anogam_AGAP028425-RA	2622	2350.883	11.278631	797.000000
Anogam_AGAP004968-RA	1026	754.883	0.308495	7.000000
Anogam_AGAP004969-RA	1446	1174.883	0.056632	2.000000
Anogam_AGAP004971-RA	1131	859.883	0.348203	9.000000
Anogam_AGAP004970-RA	1284	1012.883	0.131380	4.000000
Anogam_AGAP004972-RA	1011	739.883	2.697848	60.000000
Anogam_AGAP004973-RA	1011	739.883	0.000000	0.000000
Anogam_AGAP004974-RA	1119	847.883	0.000000	0.000000
Anogam_AGAP004975-RA	2061	1789.883	0.000000	0.000000
Anogam_AGAP004976-RA	2103	1831.883	0.018161	1.000000
Anogam_AGAP004977-RA	2064	1792.883	105.043775	5661.000000
Anogam_AGAP004978-RA	2058	1786.883	30.924496	1661.000000
Anogam_AGAP004979-RA	300	101.244	0.000000	0.000000
Anogam_AGAP004980-RA	2091	1819.883	0.164524	9.000000
Anogam_AGAP004981-RA	2055	1783.883	9.888505	530.234399
Anogam_AGAP004982-RA	1743	1471.883	0.158217	7.000000
Anogam_AGAP004983-RA	678	411.071	10.925611	135.000000
Anogam_AGAP004984-RA	1041	769.883	8.210283	190.000000
Anogam_AGAP004985-RA	729	460.842	29.381354	407.000000
Anogam_AGAP004986-RA	492	239.085	74.861426	538.000000
Anogam_AGAP004987-RA	621	356.295	0.000000	0.000000
Anogam_AGAP004988-RA	807	537.732	0.000000	0.000000
Anogam_AGAP004989-RA	5190	4918.883	1.995191	295.000000
Anogam_AGAP004990-RA	444	199.412	238.902373	1432.000000
Anogam_AGAP004991-RA	696	428.586	168.519906	2171.000000
Anogam_AGAP004992-RA	1176	904.883	19.632610	534.000000
Anogam_AGAP004993-RA	11115	10843.883	5.430221	1770.000000
Anogam_AGAP004994-RA	219	62.406	1.599284	3.000000
Anogam_AGAP004995-RA	1764	1492.883	0.200561	9.000000
Anogam_AGAP004996-RA	1272	1000.883	0.000000	0.000000
Anogam_AGAP004997-RA	1311	1039.883	0.063984	2.000000
Anogam_AGAP004998-RA	885	615.128	0.000000	0.000000
Anogam_AGAP004999-RA	855	585.341	0.000000	0.000000
Anogam_AGAP005000-RA	855	585.341	0.000000	0.000000
Anogam_AGAP005001-RA	1383	1111.883	0.000000	0.000000
Anogam_AGAP005002-RA	1509	1237.883	0.618127	23.000000
Anogam_AGAP005003-RA	2442	2170.883	6.497683	424.000000
Anogam_AGAP005004-RA	1401	1129.883	25.174555	855.000000
Anogam_AGAP005005-RA	1251	979.883	98.865858	2912.000000
Anogam_AGAP005006-RA	3309	3037.883	2.387341	218.000000
Anogam_AGAP005007-RA	1602	1330.883	19.372737	775.000000
Anogam_AGAP005008-RA	1743	1471.883	6.803343	301.000000
Anogam_AGAP005009-RA	816	546.640	173.875180	2857.000000
Anogam_AGAP005010-RA	2391	2119.883	0.047080	3.000000
Anogam_AGAP005011-RA	1728	1456.883	6.553697	287.000000
Anogam_AGAP005012-RA	1434	1162.883	6.609757	231.042740
Anogam_AGAP005013-RA	1434	1162.883	5.800883	202.768720
Anogam_AGAP005014-RA	2082	1810.883	9.920475	540.000000
Anogam_AGAP005015-RA	1344	1072.883	10.139687	327.000000
Anogam_AGAP005017-RA	2382	2110.883	2.505890	159.000000
Anogam_AGAP005018-RA	798	528.828	31.391703	499.000000
Anogam_AGAP005019-RA	483	231.401	7.907264	55.000000
Anogam_AGAP005020-RA	2442	2170.883	2.038188	133.000000
Anogam_AGAP005021-RA	3273	3001.883	9.497650	857.000000
Anogam_AGAP005022-RA	912	641.970	0.450626	8.695655
Anogam_AGAP005023-RA	312	108.092	11.892985	38.641511
Anogam_AGAP005024-RA	411	173.778	5.934671	31.000000
Anogam_AGAP005025-RA	411	173.778	0.382882	2.000000
Anogam_AGAP005026-RA	312	108.092	7.804771	25.358489
Anogam_AGAP005027-RA	912	641.970	4.731572	91.304345
Anogam_AGAP005028-RA	348	130.040	0.000000	0.000000
Anogam_AGAP005029-RB	1107	835.883	23.322835	586.000000
Anogam_AGAP005030-RA	7164	6892.883	3.581701	742.097847
Anogam_AGAP005031-RA	1923	1651.883	27.490491	1365.000000
Anogam_AGAP005032-RA	1908	1636.883	11.909927	586.000000
Anogam_AGAP005033-RA	8841	8569.883	2.647516	682.000000
Anogam_AGAP005034-RA	3156	2884.883	0.092255	8.000000
Anogam_AGAP005035-RA	4827	4555.883	3.767959	516.000000
Anogam_AGAP005036-RA	1155	883.883	7.640653	203.000000
Anogam_AGAP005037-RA	3309	3037.883	0.591360	54.000000
Anogam_AGAP005038-RA	1611	1339.883	1.191800	48.000000
Anogam_AGAP005039-RA	3093	2821.883	9.785165	830.000000
Anogam_AGAP005040-RA	1191	919.883	3.905893	108.000000
Anogam_AGAP005041-RA	792	522.902	0.063622	1.000000
Anogam_AGAP005042-RA	3711	3439.883	8.501083	879.000000
Anogam_AGAP005043-RA	2709	2437.883	0.450329	33.000000
Anogam_AGAP005044-RA	1116	844.883	31.185868	792.000000
Anogam_AGAP005045-RA	1389	1117.883	0.000000	0.000000
Anogam_AGAP005046-RB	444	199.412	2156.294116	12925.000000
Anogam_AGAP005047-RA	1287	1015.883	2.325112	71.000000
Anogam_AGAP028210-RA	1938	1666.883	0.000000	0.000000
Anogam_AGAP005048-RA	2352	2080.883	2.733868	171.000000
Anogam_AGAP005049-RA	489	236.519	18.848138	134.000000
Anogam_AGAP005050-RA	672	405.244	8.511982	103.685556
Anogam_AGAP005051-RA	390	158.506	28.797310	137.204821
Anogam_AGAP005052-RA	1650	1378.883	5.356174	222.000000
Anogam_AGAP005053-RA	2157	1885.883	7.620757	432.000000
Anogam_AGAP005054-RB	1476	1204.883	12.231734	443.000000
Anogam_AGAP005055-RA	342	126.251	31.884566	121.000000
Anogam_AGAP005056-RA	777	508.088	84.155091	1285.257100
Anogam_AGAP005057-RA	1473	1201.883	2.878726	104.000000
Anogam_AGAP028440-RA	2142	1870.883	5.121238	288.000000
Anogam_AGAP005058-RA	1377	1105.883	2.466799	82.000000
Anogam_AGAP005059-RA	711	443.222	1.210119	16.122061
Anogam_AGAP005060-RA	1689	1417.883	12.378124	527.552986
Anogam_AGAP005061-RB	588	325.206	889.118708	8691.386170
Anogam_AGAP005062-RA	1935	1663.883	15.095701	755.000000
Anogam_AGAP005063-RA	1914	1642.883	16.807402	830.000000
Anogam_AGAP005064-RA	1428	1156.883	17.627885	613.000000
Anogam_AGAP005065-RA	741	472.639	6.968424	99.000000
Anogam_AGAP028441-RA	762	493.285	0.000000	0.000000
Anogam_AGAP005066-RA	774	505.128	0.592748	9.000000
Anogam_AGAP005067-RA	375	147.990	0.000000	0.000000
Anogam_AGAP005068-RA	918	647.935	0.154035	3.000000
Anogam_AGAP005069-RA	1065	793.883	0.502868	12.000000
Anogam_AGAP028442-RA	387	156.400	0.000000	0.000000
Anogam_AGAP005070-RA	1977	1705.883	9.985041	512.000000
Anogam_AGAP005071-RA	1032	760.883	33.448203	765.000000
Anogam_AGAP005072-RA	2562	2290.883	0.000000	0.000000
Anogam_AGAP005073-RA	1953	1681.883	0.000000	0.000000
Anogam_AGAP005074-RA	1797	1525.883	0.109013	5.000000
Anogam_AGAP005075-RB	942	671.827	53.381446	1078.000000
Anogam_AGAP005076-RA	2067	1795.883	5.964952	322.000000
Anogam_AGAP005077-RA	1050	778.883	4.954673	116.000000
Anogam_AGAP005079-RK	1062	790.883	17.961594	427.000000
Anogam_AGAP005080-RA	687	419.818	137.805824	1739.000000
Anogam_AGAP005081-RA	546	286.594	114.223807	984.000000
Anogam_AGAP005082-RA	9873	9601.883	4.649702	1342.000000
Anogam_AGAP005088-RA	1830	1558.883	14.085087	660.000000
Anogam_AGAP005092-RA	327	117.012	0.000000	0.000000
Anogam_AGAP005091-RC	1749	1477.883	52.787601	2345.000000
Anogam_AGAP005093-RA	5727	5455.883	2.457362	403.000000
Anogam_AGAP005094-RA	708	440.290	1.662313	22.000000
Anogam_AGAP005095-RA	1131	859.883	232.481803	6008.957217
Anogam_AGAP005096-RA	2697	2425.883	0.013714	1.000000
Anogam_AGAP005098-RA	180	47.810	0.000000	0.000000
Anogam_AGAP005099-RA	831	561.514	0.000000	0.000000
Anogam_AGAP005100-RA	678	411.071	57.703410	713.000000
Anogam_AGAP005101-RA	6285	6013.883	0.420424	76.000000
Anogam_AGAP005102-RA	1350	1078.883	9.034881	293.000000
Anogam_AGAP005103-RA	1134	862.883	100.126550	2597.000000
Anogam_AGAP005104-RA	777	508.088	11.131131	170.000000
Anogam_AGAP005105-RA	1044	772.883	6.198377	144.000000
Anogam_AGAP005106-RA	1554	1282.883	14.625853	564.000000
Anogam_AGAP028443-RA	888	618.107	5.436093	101.000000
Anogam_AGAP005107-RA	315	109.816	29.991393	99.000000
Anogam_AGAP028444-RA	723	454.956	6.800528	93.000000
Anogam_AGAP005108-RA	1242	970.883	199.187748	5813.000000
Anogam_AGAP005109-RA	369	143.924	375.852626	1626.000000
Anogam_AGAP005110-RA	1257	985.883	61.077660	1810.000000
Anogam_AGAP005111-RA	3282	3010.883	2.729180	247.000000
Anogam_AGAP013744-RA	1335	1063.883	2.564184	82.000000
Anogam_AGAP005113-RA	993	722.622	8.010640	174.000000
Anogam_AGAP005114-RB	252	76.994	34.135080	79.000000
